plaintext,ciphertext,algorithm,private_key
233195762435432861306473587328407283396,534698689304868632018289939936250537961829056045445351340869880276649489626151039660636487333755,DES,
180392707650283475745712744196037143957,1118129030020436149978998956106440798677910560051184683817416907329954624505044410956649685158281,3DES,
276463156447419255496423676384781327995,120930657454566185481910186220753674508927248649108997397693259205453589552579830532007852421198,3DES,
45748328830312542595556569238800081273,426861536856720650611571051060226685363826207255972502949390412090630591289019991487688927774983,3DES,
164734074362987392685021765785754647762,1224086793538143297665317914746083477235645567467609054949669966737583690756401124173303137799843,Blowfish,
145861977024512673098733211955708926428,15617528479543402132506374723632749608300584570167409750741475771502683211321175014647257808153986310948904602555585,AES,
211332831792939875318708769160419921041,1285077515821331269623122881648567641332173801418316855858660790854650683393786946739479139152187,3DES,
120241585773240675335432668344477263579,11488211199435822824256182396707071902090298393610981272246311378185238878515087736569452391911423152505436124925852,AES,
332656295621647552841516500552972810797,268269226669515502544964138688938176147411089476061339852000162283908782670807863231755888442226,Blowfish,
180724376564100689911309956949477079521,25403646637744722877963336217911591112137986812948157217012029323397508708880,ChaCha20,
292348583077787425367161196141961497827,508406708430969442697400938784179310171504362802532895964096608477056634712329851531725812619679,Blowfish,
269535369142050537918585096065531951857,36860548693924625792361095233135705669277218385026635720880895693240655134850597693198074092988,3DES,
80773356600731439627108124100745620465,27852478930469810267681486892978779477884585811403495971868499208686466521235667967753268128585998035800837806652988,AES,
144778692550732391092276136727844234954,3675807227492644331710057501323183926551086147552904433737440361169425693984388852110130907567889090570542946986052,AES,
289401153222278381831080594999952095675,2134734637690180624732718517439983304487507065267234354215766542556596404875825308365438933808697,DES,
264566931452347106705763275330710001293,200181543169358400086140568128256341580673949623517588429198093362069379381678434883736003297110,Blowfish,
117635128339969438087355122461277407724,1709893507005088361191885874540090195089564379485232028254851532141580252432332340312258481316862,3DES,
69669528026184674697273085787530542264,967397827525097053928914101760183130661392489393976797834450235514287734936390796856525920531679,DES,
242832608888729792810544298075912298723,31046201663434212885897742743785820742845523458136109809749393630955425046342543593967630861783530188504713237226351,AES,
33126247937497532644079276994547382028,28144532636462805144118076487426051516620246511930266516487651370680263679660,ChaCha20,
261323100174037559727852204396318125860,1822843458921551954006498914567968696245623308296349896306044304453250349499756922476129246644593,DES,
252682646615763960164476425881216199214,702159313247151562043733112996464241502717961228580307222026974209661470611174583533031363927149,Blowfish,
233223984703551568707571370655486684894,944058134108991081233176711394143409719608127383595683457747709030250711114125423764568810969666,DES,
292107034506530219136853979807973702176,28315438904617484284710119786406142799633457881865912655769830389060844557631146987618889598333157846930692867741538,AES,
228272147387262596150113920468996599846,598371856975537089403258913629820655850769572203125391406980617200377596897463162162908267975207,Blowfish,
226535660128992707183114827236404375018,30187809766553833487163385496235577355607185932929740996096399466020160379821231444718998733507,DES,
273461585726021852548731132876015156223,385723004559185445222992435441827381095084155637604904356784362780980065149630586651355113806048,3DES,
308010576955796495538158323539748006687,1693074225773054800639842250319002243536134633264925307780793761910949452533272399943455343135517,DES,
284026577343918151327101168613102888677,35571752048100166625971222004899766119859743634448434811239176572668305949172494780224020543993463550109678262513773,AES,
215697726832738447985179459081046383324,68494814925811441231839842736784027891819915773080228260298952277712991020739,ChaCha20,
322726477994560476068131531544662175421,33070017991254218094373426440730665188409852123169892452801712858923909127887488872712961659731480709907306178840334,AES,
221742245134116432131973082688310934507,1469032298212540052177532549894379888454026471911380286479897607896244165167942220195088969029799,3DES,
280206323070323553476546566211104182626,2023676204599090565192954349555440862578240946510304414734536459524133328325598522152746539004794,Blowfish,
273700836053961406048118416925245296791,442252136065727834780544170260766541480973040294998876237430729262551089084733777466868268027373,Blowfish,
313521153906681273919160163418657949864,20213010704990374700330292767695705474262989385874224082112720475146641947758,ChaCha20,
52073866245216845092669790197686645735,1296802076753753322810704376364117830543129573858562476667519029050144305060954447667089467881323,DES,
157485683253670458436091696019896897984,962371508651640827426216399002233749454459374613831058819804262958476793999964168390969424997863,DES,
281696446448811122603777860641701866438,1937201150490366854159008605074432487309997087303745312043488575682632441287109541393139330483813,Blowfish,
115690795138367023679148347843806022328,298073816371912947804737469444552317066731998513152021362644430933895777762427696556058872108972,DES,
252135541676375197593550027783866302183,1784830468705651797900952809434801282779728367986346968713572206310727663859552578442930999332976,Blowfish,
251307146962165634139957897560100007895,1459348514116899664318516593315132988881104447139911393894495466299684695666412438676588447634998,Blowfish,
38364901355746412736549006336258140118,1912550748922242620617749247887902452548511473161320817667055327697784901439282381280278344024327,Blowfish,
241807261577496747647393623951930226191,973326784708144494603881735810816329859154905836182157907919588895835527079606506862172802241064,DES,
190598214053577929456488538445889891259,347853104125753447954432363564542060262519018992322178673418563468774659585285929799867508966397,DES,
5318946720374028420917857981441237284,13109983190577152619819789363178036946437951575321485813912115850122262465809905386291520780732938291681521243809512,AES,
291245520528784633370326434559299397049,84944147930877736991402142938011012594755453803740481753005555635958883092820,ChaCha20,
303564893665012857448137164613086621372,1087414269499739208614130334089068913196099627900845516392679255325564449759763160604166010163128,DES,
293181715790859311071001864143565756654,16568577755588472616868756525523956459705828801654367962788002729781138625299246074922930984041082400927173636186670,AES,
99327237904383114237851019277765413455,485575820801953015695437541618248144787604714838019194242115007811186600540856751723804570087060808646972758834381,AES,
155238624230362780671249276545722574506,592469993530209090350319650421734774954230889657953886134613288628701748848629279627133413609169,Blowfish,
23074225522892785606924811903086615424,307573754666906610818573227869861299950105198712697470703554440621726769684425544912203786482073,DES,
214141998692501094397455600074912726295,1859346391316763552519400613296534795067034183608443236027159053317817089307693287441737725759439109519297171945140,AES,
337177964362353665344380759228841343438,891959705360384300306441823499148306908978281308722982205648518407481696955737045056777919159042,DES,
118711723420039416673878013916024409525,21584918463034850344515593444939276938663354243350913562710785600958609548246610090645041378359,Blowfish,
51763865581514349226685310945341510447,1921932388368767104937990359666958255436999368775088075372466949692231600415820912028109491633532,DES,
278352054891582157435047119247849475242,860878219152396821371614824968652069562288391419903602328774025743266787668764262204247665729942,Blowfish,
280823063374699498811377174708977729527,71055672298569634920685051143061494127376551253951250733021188220502934924184,ChaCha20,
76903490880634898178751720178186962633,1083796104604536079981598882330697708192077348985076124558590428980023486597538662776635771182689,3DES,
124512586223189184858400212511633675260,75052395545345865680798863123644950560325824897518740632926589071906764538183,ChaCha20,
118036751720949257338689619014775095782,133323772235882434392271389852909305350433591236195515862228630031135339158315835454424372002308,3DES,
271575502114363994064410743901080910765,671944999321223679908399603010945495302137433171383184384132360740190172063382210617409931632437,3DES,
32337536969783769587816477164408995754,53781752935257737754062624639584174906957948304283650525545743939114455174948,ChaCha20,
108975562622541225150378106980714587514,1431407290626406170678215892298268938877489747518286062012841320550927961125609127322369863897286,Blowfish,
309958840089822019185420961944864748143,90643647653237953279847373015949252687394286619629851734378855130204424870348,ChaCha20,
100861234395328336168048258896345673289,1473887915466219533925476633466316414219127431792288107387875519021059245858207859292453614588883,3DES,
329833074818083934503557074758590294961,127031222252782347268231191888486551212014766896041927601662046050829537681704530520034163832943,Blowfish,
188375551227771527153102499657508769659,689825142698820514258334645032606252673263582182333054005434295668398114986499128771149909607834,DES,
221704813594519961462854382232714764030,1881273255667992765441949109026679825302323569192520326815704575481391647319729300054408053838603,DES,
311665294940504647315404681563535837359,1330966736390810387370722161439293132576329315127615733223124015134084109854944633711697038247344,Blowfish,
212218544775354418512234078092150602442,426378653380308918475740144437982094139236523170988153561214281256181453772277780343283633467576,DES,
99863283201942099565931505047808929629,170393683867669234858897362809762845558728208047472959566256240443730251187565593082589079702859,Blowfish,
274842161905621872763772074017974767067,796122715586783631294662886370663327231631930798839758945937033623408653794589117366634258735122,DES,
273371836042313197669778442174705172609,50137799514733310771586176878358324894172546471509141038166800695413915574361,ChaCha20,
253957106900308891236004978026004799286,792158022921202171192343230177027751895514695654697663138034219148178915420128172729015263753884,DES,
252500248909311302074941428215280305806,855348579780153165253637653279586393152629065903254054840340167073044803279832773034577678037406,3DES,
11614388216867708678189869091733293093,209358410263279257461258470719739634164086334371923201290884567691558081671106851846711621485033,Blowfish,
142363307636133867079768451749296254264,66687094950466582201851074592147620524857543448056133814965707937530012874498,ChaCha20,
152667396344058735389262675317041392760,20569824709143078499606214283556773545186126532083069171753174183329253843232994556807041548217774106271372591325915,AES,
52951941807581969891066419556918467479,1931900074565563893024910817437189688598654293391892822858339083066822498804773270956603337209097,Blowfish,
63870923765369024166350075105649764700,1443536585799958551515099861091932116301155657294583225026421063652758593249440265610708983519268,DES,
244467593199019974617765538620909708904,688986426474335160518496082663282951269274984013770854972665781080954144608454038124650831131197,3DES,
270320266329196863567048674423374516987,1145500490953493941397127440101867588337085885835667913771832766171934720056913530508728576087961,3DES,
336597853032943261763116909739614252413,2035316159505009595554607930647759259291030877527916844434567874387978842872085405467073636827584,Blowfish,
320394813735426635404697872704987790046,25557131070563839251841096483954701659508934186687045255714476888159672778315038206205809097990323418791125989094519,AES,
252168374189925923251047086857170943731,1821171182370801748605875798844172346942703684152092349887226682087740005024137957826315288655123,3DES,
217525695932421444105512101216912710446,29854253844536571332122801577868354245618581523346956857866991240029075655650628040599413821467021030095998588405444,AES,
241540823472686165978196899861147528885,685615671934147434772269987492595943724672768449960064040472753830851264756801108141134710708435,3DES,
134248715262150978641705213569860872763,48408702121809404252860678509253381326043500395225652439284607896116376875408669010415684742800,Blowfish,
82022242294907375945119144634685504393,1415172205214722992831971921332816645701578334052203667194590404624816333987385959895654464756974,Blowfish,
272721170883476052997271859200721787894,613770186455364903872722822405398472348281559576348140944537549698563704233192191290315982742539,3DES,
172133419340477986254276955263561821899,2031892779319410273671176327813945082184675127613950638621620924988812846020812060229896379312313,Blowfish,
302199558056059250220732746003702991644,59509116779827692016578794154484559867141281748688020577780252213209289871162,ChaCha20,
197543527526117713664233504606249956794,1432220627127746793995512932888311283910929214417663719147551229283421936027827515507304369944228,3DES,
51521206033525017266018917823438214910,265222543990449093183982041061340363045259194712343699103518052708301341585842853194462630149204,Blowfish,
305560087546915486568112353735895541311,2041804577874075337218752445760336430911495276216475203992252528687056382196944175031542941269107,Blowfish,
283394521725414055717279898915348998849,10869009137784818251357995674503587359244936141496320143396478744179415509398462682235837328629270929786826640599035,AES,
249727996124033673232203681541179307471,29611745615059902857154896066313391210982081291532183883743759454325694702841998120496283441074745743574498947261316,AES,
293785303639349714302946277451504934924,971006911209406797500869088963161626913341599118908351349898885501527149098631107355056852841170,Blowfish,
282965693023748234738123678225009856666,814383965974853487842917681952812688530120917779202171363019579168796131267396634006068097360007,DES,
145350430044467309388111291223644559163,71533081425837616578333774265289245154297821775091016481485929520537723548793,ChaCha20,
327706090450678297214830120648116402127,1887329678559860252289097490596683251244434445363384410412872894014487563737403037721991596004137,3DES,
313208435837195282614248596083938732779,37911435919185233077275976255883097225665303644950399426857696021187920629758,ChaCha20,
100739917986698000823463459677042513949,1009635541790923752047827078812362208034814526056887922282108641396214683570766746226020939988280,Blowfish,
225707359237049829761361420674145690831,36702246609026516428071920743270479779400080882799208942852818226655906275895,ChaCha20,
6838192836953913860399634763195201684,1866289930997659889278335037183932783120994110307666563494449504239928270696719134083964701580903,3DES,
312023567426609474828289125943575700573,1326229227380015144063237259627123150375476311087279951307981520379241661757677236708827691473682,Blowfish,
247192887350642718979624405909839175049,2109942378094859881707484594807431513798380265870010061858373541000549687874424319669433233866934,3DES,
295877721045640978069598916082936956805,2052675459130753742454170991494807358996601140051649319880954622946744554389459378798341362980132,DES,
223637005576634823236277881824472907474,30761492350007712903305516545676275248849123352826635864185731239718774030924660282299453183701567067249262152735648,AES,
10384575840225366759036748958849984304,484526561964350328650133561735705925088249683274166702400257922824299907578047475966690720908913,DES,
234177986844269622284099070415917272761,1983807120265978130628250020235621736542858292823031176953320887594933630552311524793670105112069,Blowfish,
313607992636250381968147172608853725058,50359149566025364645051866770220389937733210003009998150510926027625339928072100724567606929361,3DES,
94262841550935391762651078907644281041,1764721699306073717525029062892429267724158164977747659325430002996694112421364761734358431974448,3DES,
26997728322121094742933937872481219312,19400988550949771819853197203807087930376184841339971568722453996939393902670,ChaCha20,
334533703722524348619144490447192905707,1692487892877921966121479063629531907933978767377793165132466055624874857576875527334035294184093,3DES,
322581834278317428922721309939502227631,4895418516143044261474896938035207409691077288345458721659318918839598287252697220451737851185740003613978373296187,AES,
313669549581563573348794331395497249007,14939832252404141843796627952625104611867615327204524452181803705832669971479721552013585401445964208473550163779779,AES,
84371174298989950475317573717336191675,99048980887581332392498596017496384634891292944196223605528411778654238774626,ChaCha20,
232385560370790629520498853396534354750,375052100325065339979216438438043510029421407507125683973222083767440725862871902530638224118123,Blowfish,
141738968042037514713109033387186238966,8227692795426226137265161993642408333240279268620132047241168793720059676272306725272407045950881819384926552950828,AES,
196876049669425766170041331832569229594,1286607022940422209312966319223988731756491270770001307316238532995462973078823160107175960030321,Blowfish,
40622749961435639243285451620590594270,6687173915967052872129659819080697528333533957645562740649929542396713316467,ChaCha20,
264408943718953286990858695749938193400,919137396865905313228379732042764547810502937734590582315134665263540039772053558329179213294752,DES,
289709120204571973281328953965951312188,28027915413110781346211975487170024192640915567167491055694309621263208563897260286185917534041432130454766249909349,AES,
313264969391069042349484460278704562110,2010810642725424903506702198055414019620510088315712296998693338188203374789922847580184081797844,DES,
280199067054147849688635260063792895642,5658250958939551086427609436302537490508230158795054521393739857132555250739,ChaCha20,
34380076974248318721423867587679977904,21593006715793966259629812233746493583358287397891545844826434276706264740989429222694950734714631417679859573538924,AES,
283594491122976217288742336937681861788,706467416792591988531773668458720961249066548794716569808048130581084767953020630644055832407810,Blowfish,
253693656855483238657028394487028578054,3106013893485525208792192435250519972571007437783010200678394899909036731402,ChaCha20,
221870849069640161917901423462941143325,37485145823472543326573294074683012813910475426445378154911958060446592458236066475467570127013290841555467808899767,AES,
252769980887489890464857593641020414893,295704435727390241508504666003726439514920302620678387740967525559040507926125957335516578494493,3DES,
36088301168917581040082552914987619198,2117170330386010517060892680242143915098279537442787541188323853287717566978082261411932100339530,DES,
196755598618663298678833676409178726124,418309841244431180569230478518067077384624920117398672802535135197662111736610785240301003393651,3DES,
299900679355494073939859910591795634125,27725827447683669872621313425907074028414987871480134004948054416972720220300124390149062850077898727605469084102295,AES,
191333623485231709105479235517892713258,1503001285417877420824219542887300820874511278559068016635126072417028623016092830804833423017523,DES,
266029748103039204639294186258883006466,834857844137405580722771307451220618005355958432674410130212368487222059102040492522143362611640,Blowfish,
264175677374571847442367083482576645838,3349029837128876316214385222726613289683646630733554229440692175240188188338875053052298604660125399279768633700485,AES,
87321682892470115295182052123410922557,36503249415845812840118523868639331101388161879948672052717376258119956179243951498435808304997946823310486344189174,AES,
315628313509754079904511286896033937914,2412402316417622476332010160024920234590668554501558372638688532116859162922969788850167564736605878938402956532822,AES,
303626655109233901918132153913883027919,48197894090703723299968837791735197110246884737729257923502542681466251813899,ChaCha20,
250665206525327006784802150689595640478,1850728575969575819126242174088485342938398568498509900076922147517611264018022815601697967639974,3DES,
7980151165034020503611272784751542212,26105552058834982712868773269078530552848157161839272458832559859778974952801,ChaCha20,
213609649919106421945707153434356836547,1102287292081911495309070950708156495484324750997404296237275539548801496575342371677123124194916,3DES,
234856327351169620114805197623070693060,54449346089554907290294118169672921567867154797264860027936338686011713629581,ChaCha20,
245893195671410233671893036860441547150,4546807017313828628246384875472185454957710271376331840625752180353748638313,ChaCha20,
316512742723233242721487391872955347483,68454929543815682314528124490301976127667131661490969099835014404427629013394,ChaCha20,
182571119990774170599515250195581877505,873809044987298511623739820856838542150612102756865649132555297740368275182577740192152030998975,3DES,
59186625063924130732949816713533046402,1428564315372759869563860575166565319036753363003134142468961023476352493924409105797516440214364,DES,
140218707524164205136257381948941537265,1180935110626273920518566082255071567477393849073351167131803201280680700952649869286225367154277,3DES,
237106134536410462337256617114043590591,522280978117789288957432705717244534821200107400933929410015410536370696186730212643526858621317,DES,
229623055200105235000482247399429934389,12083917539876800403059025432261844819702166366642476664441152280629200052986327225290702051638498538692996572093848,AES,
56767722048932090083309212242185365776,1528943221149782988223646950737420032677114656534997474862147587275517282358690476854338485700132,Blowfish,
333284088725104006389686089114372672186,69781497636877683692954385414299955226421055120047087162561009237524991533244299212266513910670,Blowfish,
165708663358435616393851613277096614462,92934097916847955526556853732928373869879301379598159941051889420851282351814,ChaCha20,
241751995269045468375079643278756154032,1912306108097367609378001254978301860942653567274438723970072421409291606637426860363026845203422,Blowfish,
88962099808234663448793196651421684975,1437729288931051553864850373910419877346973632012218550703589737892893321604835443239539380074316,3DES,
224444116394661559622054959280273030218,1720515507473507987369749029021656718740936538978782785906243039826518461652297831021411620589294,Blowfish,
318519803544158635393922266297296007400,1990197890973821952602394630074342731066482921105789278302128774619826539484762966390076201264538,DES,
282703336535300303555213777916060910639,58960732959613369000125330766668567041529806657033496838260752490029589168737,ChaCha20,
120216897560722710713107234361238707623,247897237320491409083573948990314799794441399693769356357373464759575618744297210465066274240795,DES,
203494692116916861821311192865671142331,567234526888673992086589230852764520709356877707472652595733588561545278012795330081497387039320,Blowfish,
104990507034566527387078327847127122582,121203806304289543333515398611956166987709434560509809796017735859212225855773239816889097051605,3DES,
136968224083985886759978713165828151058,1437129376149892673231263614762314520923124144531899324452226711736702363103862571745226147739636,Blowfish,
143084725027102809543201380037937474367,2024908582270400602060550997361199007860729609670898932681087187752793234055463178825995023712020,Blowfish,
264454877983739811994682379538935762001,55911154169205169185678960298945607080052944503029206950429714822034895963978,ChaCha20,
243515711020207481075560232141016682422,765172653058816447701882776529507369536247616348896568295923770456187175653319181585974204219567,DES,
290670839949641299064814664641351089183,1607949911476073543232156098884652224007730124588253884187844166427931228185339456370631660767317,3DES,
307865314558753047849330472609607210181,38095999006163710043282659647333340803400198933056317014436663042643326377586007273459193246905192758490677961929031,AES,
287192786136244586803468241080891386326,14749235304817843835849139628619242562482807476127929268585585965660609913233,ChaCha20,
186174971686687859599132022337446477803,1871111386678351151587385504180563012182226451263248057598120385906297284662478245842600533678735,3DES,
127345250950170030727117744170356708125,40542266307254473251406824170535705462463621831741359436226368543421285817368,ChaCha20,
161379831330631650234765103732205856446,2099105291859770744667927066491967315428136087185255343027595909414987485586941942573209574913961,3DES,
151427144748535297008334805725496317390,547776532914948186107243169070398203477979146629713088529915344950929388554502144743417129598522,3DES,
305339744793169915160899575095187169974,13044645764704672917378009667512616737565606768919268330589592171967239213317,ChaCha20,
251095743793614850025353386805235341657,2004551112047079628995241541288975610316257354852830226989676609558301317386825837531488077656813,Blowfish,
77056534182081800667151270062263692455,711592493179512094245157053881886035158560166936826929401481169300907113563785155562308199530375,3DES,
61127272515860387036266568690939070083,759197884021326213795679523809664094592792069606972668564446189208530754771170557568860724793848,3DES,
315919096815258678845419210797786647758,3152503210909702803455893600024763702529488522955906259787692946829199247365596283704440356026217108777123226926427,AES,
320006870101944602863136252204345841317,29108766580627628580135530065874436317678506265391245406203154359114588257273277140894677377210275416202506209361968,AES,
296054058233613770586101646941917114324,26600385405556931217327384667884220953363790786207301742945889838197575344018,ChaCha20,
231280925128714717630553077480799785635,12542186046757738041562838097662572524400980927260965537614313202061269456068275338364820829715768311972364187359427,AES,
311923214008455725400035904466789334690,1356413306884298608021057153480202781101484718394287816471594946403971986589417923628453241301916,Blowfish,
285969745915156454658830523024200028651,54391793614317400390399120030633499164678403042304557467725677201521422813883,ChaCha20,
317221390238155029703355239467074149567,1001724051223077038866348235735436976028064997455295351612809449038521573335662745710230814244183,Blowfish,
223673629535036894139463123888570545592,1171260128820975241035400254865835249363226255441808038922723448786541418732090923246149204916400,Blowfish,
337804962888317779509292137188585820923,1069046645065372652558136817805671617390887202987496006306847189014015916370279604925939526695173,Blowfish,
194069067535665421765730963751857403098,1797731381504435260353572097225626775323804938486376547524607504274565736778865580769294729849099,Blowfish,
273309705777212971453450134956412819074,2094835874569846486026293801496002120332752962005297729851567900440114120651757799428441979078942,Blowfish,
25266547407629048853954758769226533354,28886728431747056528346046306415502525406828151339341116241017914162655161597179717653310180374508394933030105246838,AES,
279039182131700298516132199814050610933,21042155485296892293836555892755287502366141425348910396441551712593293452664588175105406065921,DES,
334580227466107871111162112376572760463,1768179137907426420130892189134685115581016982017450433564486492837490939329772116596025173963803,Blowfish,
242212600463781683202845626115449105069,35015253393417361565127960097330757808917817246966814192292454586791490416806623227605914254327394728587997441663588,AES,
190269854478113329737636155403399512306,142560006810530319569782411531833019861480836431291033690637675828906057888247494583407410324999,3DES,
162497029377252031689966171837332984641,35899365384003991219646984952456305100944167751965636693846562024669655568922421292790850210960128665894034162480247,AES,
166853589815708332503928008941607628628,316480120802829817627922495695245175358239821146973208342627128842474722354164796444235105718784,DES,
179395133994307713236114931664002809188,33949490493760948189207740139643545116328695807137640039186669314152637424975,ChaCha20,
226500110297204025813008846234323697901,1439458340911502282422185350241685117156982094989450484350335552526062555307678406393728356591751,3DES,
273414124651132544234059111228019068132,1403476443560497101312156368402583272105618155114310702937765380254304636392896070838311524795467,Blowfish,
169191634540196349412067599386053091498,1243583848450977696836682781999515249069051840279459344689308965215758791507098316403721118909823,Blowfish,
119311852767107708301055959942076545779,1756426681600530653932091152100967398347363721470309202243509199676612305654167567352080409822743,Blowfish,
35931900507061646149809413615597053912,96214208137406752220424376968590680572480512345708993535836847494034009950220,ChaCha20,
150866503708048103153004540111264322943,2855949286602252800563401869017323771945453007853919980476844766105840978790536557461806405293640136113668834707701,AES,
275810876714464088372897653138627604468,1997080023794003415830844379865178597895312728717541240296982568063233513732057824391888665973206,DES,
231014488721569455818772122029161893393,3029405840511800964305450198990143880484964105695240023921490589509722268254,ChaCha20,
144623375509538713992340213854511280037,1818089471775536982826082106310265637891529199514478543719038510463045688486194619773357170917155,3DES,
278637489168594677872649802166570470131,37051772549470987065239273665438528228337806156916917727109579152857153771336175473641400220235474099744476615584614,AES,
58807226447097818238588251160051657263,41340004285143783898714886737419783454810278265888041517123203521515408450762,ChaCha20,
221545245194578511322925842508007386361,487555121699662526179001972218898333917995166811907158965286661152320534699893054613167270289543,DES,
187176036941122661341624149775462513733,17632548240178366952907296554959109696607806464507172715350256435049974696980,ChaCha20,
168025425055295705510360199605177211435,1090024507992574957606465120147939173034085506201496106882392089961226437625840483872089365456700,Blowfish,
296006350837430885186883588228186631773,38347393468900914927987188827451759903492961381875252904267797822761340838586603545135683768271129108485965401177732,AES,
269896541597645500465448345127324971839,786967383743931019146443328238986146423669994114415061206993564988878042028704716661410467188328,DES,
266956311001525992749431489569199476473,601481813605626186358773717839826996077548435005861763320486085796924062110859132235334174681757,3DES,
131109697995214293902241326243599283421,335978563112640695128456674293637576682166492780298901720115965327930437336330178662210443914763,3DES,
15706615773631598144356664483680938968,20235054639247275503023218547957816640296557638258669184922897943519666834262915988800485424901655386010875950369529,AES,
43133056342819604488339374059839351404,16491379033680196384122394331334214003887308420508382212647786133169640085888292675473998982792779161678321610425290,AES,
127599817357547872865875649085653879582,1492474141958687703416605471406329071865064132217849898409070278642659257219999501713364010747567,DES,
165969309787011861904245603601813410319,870281569099257993698997762736145211894593088085570380825615191347099695285495965625652338520449,3DES,
221087472364885504685342341093780076081,19385299516541545456898331943569380087804614452875682419951976177056085501754589571591891009867476218557306890642619,AES,
258778471817624164171275072127116369399,25600681656618990382718119170997019364655423799446971715803596374163966118728492986977827172994382094066526392080048,AES,
142303567162844566342687145509227388024,997914293688753617647632175034769374469801446369433916510890575473943911499419386067951906963229,DES,
166450194379012992892234743148289214101,1870817218795746945459679420406772304698135819107866124108611000592258343983307380812172167447365,3DES,
303874311254027423943821528843761476926,30990174755629495377863237485422701314161756833997773077931154526212987938691634580946373765030070812712608456309194,AES,
166346857727390889029218621171958427206,79937547642616208229604543675408672840643815043726559403909300360368848013590,ChaCha20,
252155173101878294635767393257290013146,5686005024894223369077574964662954085411449500328571790936157897597423596883217427743837460363975900499635538121381,AES,
115634372662219093911014636608508900014,1690716910573258263756495853407902008033237564038323414629551919862369484827268557402403605421636,Blowfish,
253897395108868091209348333636421905635,21632723961757917645085697617962698335551687990860352229176775265182864554733735392768144431334002963566155313072198,AES,
233024254528858329997378593800929922886,1377859889102112683453541880047109459036168295532850656967860383074942390649923316206186096435057,DES,
85806270112068974203855590183183565565,1987033318731632246811219475327204435842120130813264026641665793951251556216106871331449740316827,Blowfish,
336501871066500849511501702233093725661,519629116805631226876141857959897336996403806062308669959914453818651959668122715586146306708553,Blowfish,
46506159614669079423272742029778922740,1988844772615208310550812376522868950242092943887661110036366731494759638810176303144500540209346,3DES,
95048503221687096698532167778495882674,1035201081738449242356164471773819514438757711854788899706091011840832609386736861374336803512171,Blowfish,
213825604109832959917615517488897981312,112856105388510682626753189339267775552244748728361630120885794180847688813770,ChaCha20,
65000278680699905716051647169448762060,1789907981352405929315112747005380066452192487415418801677810979909957849320247971618458437839191,Blowfish,
272656467130015646533054904225075498890,32480069169880828632659289882867530727529812422003770689869170211354132668507,ChaCha20,
282193989801935436674100555607313567226,1921706536204402488168938079307374959858871533952898459242774227573586725376846492098122041779559,Blowfish,
52083705183443617034075356959451955820,81022892570453732280679026503510659229338871744643101292970521181548657361750307447845950406849,3DES,
152651170700807490179795279569562271226,1953210702275638754751110342280247352367564006258366751213054248489860394018216538913661658248474,DES,
316231524034772961044716003115810541279,363370000419657018559911137942064247432796382951148329016381008114087768858595733660420312666281,DES,
246147838487460398384301333765359485819,763412582177420049363887571333722715836958709775535940132192068281595114907595408355295729723799,DES,
328046411951018924340884341370359561407,2103990066387479793953278145190951413441803282407792257645504488186086728023578201068643167791169,DES,
19819545304329620874201533843333965038,35012667277812613500406037958610691751625434016076343163483420669554949914074902503713315011775339556731622217775508,AES,
261266078014518869090270297609961639051,1848143045948375188368006834391530748651936006887872665523969044460038716160211539757592627074647,3DES,
216607039977306959424351674722210646207,2119376076163836098798189977238310476430194488586529502162313640785474328795490874402256085938236,DES,
229339653843742717588342446872432195743,30283939478535687898275786095549394325468584055477759754713911281388030202994736921876464900420373468729957876326406,AES,
172880276682594636914342399105492241790,11841339261509907610528413893952810124179670610747911081450783474230256875729,ChaCha20,
105091660228857917184442072954903187892,1607221644116428866501661885619594543300602742238282824515781214993723614963585769362041222652646,DES,
306037915086725087665910516246255920571,1239423345951732367623900544944578970726144577067396686959870375507354461214951468978068367915366,Blowfish,
189689750318420536642336573275013111035,2024635403185176653967248418888807009745589570055279899294367649819866523392049533915213116661154,DES,
253910141211076826048429224931568393677,4278664137479088820891000082537833347059313489960557625407929438489272867226062309860871803945781020599436224443862,AES,
157720959723077981028295499093465149932,1042100167930263033427133963164126516954043292860445793455333498777133284701606262302185787779245,Blowfish,
41240652056201196623462212254857296829,1904995441527892481525967684092859913268999724391573726055224022112082384597818464664528833615709,3DES,
33698596959706327736676882654374620742,26911190544182618134804842420336866117682652344685096039120993722470533518548101065288435814333,Blowfish,
294819305257306513849868268093726990037,790142696852066215692112733556253412206962848305237352330717006640451722536540328131789653774580,DES,
335495790721918415661890977498721580258,8694380574404405719562828107977442287916507755777006329512785713840507491378433376020857783978828252756586855636022,AES,
100837521928946933378820660487302910067,1693335178836237751879635290024719524004794907525805896819363317341567944120309682976742998777018,Blowfish,
219056291432663015930451021444593605503,1487848241920133641332659464843909258773683975962898479964739743765613243735758142739342166053479,DES,
152637066674482642229908941515401305429,599109614804573244464515701885304333366808837010999304153066344991889290750883090030566056645883,3DES,
15860295872075568823358791514163506602,654541048543116403385592975151889604091685684574975630332936644241553491455356920726024103859075,DES,
69177006142766518305066976278207380049,915726074503682687732457599655150740755484022394804000171282077265274340885171084290588976956385,Blowfish,
135245048810483276249280837256695756791,1760667241147709829064148270358849303510381855534556650215240469546620513866645736430256797796094,Blowfish,
1063614699481113437473403765421648093,19394544961117061505330860643577754281822523254046035881762211048270683946026419020837591427749319498559607459212464,AES,
